age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score) 
32, Private,182323, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,yes,0.7
20, Private,419984, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States,no,0.07
26, Local-gov,250551, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States,no,0.07
29, Private,193152, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,no,0.4
31, Private,104509, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,35, United-States,no,0.14
35, Private,166497, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States,yes,0.58
20, Private,72055, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.09
32, Private,237582, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States,no,0.16
42, Private,100479, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.4
52, Private,163948, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,no,0.15
31, Federal-gov,180656, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States,no,0.01
37, Private,472517, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,4, United-States,no,0.34
48, State-gov,185859, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States,no,0.27
45, Private,282172, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.46
58, Local-gov,158357, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,no,0.12
25, Local-gov,170070, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,no,0.12
43, Private,209894, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States,no,0.31
47, Federal-gov,87504, Bachelors,13, Divorced, Tech-support, Unmarried, White, Female,0,0,50, United-States,no,0.15
60, Self-emp-not-inc,231770, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States,no,0.11
43, Private,172256, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States,no,0.36
44, Private,114753, Some-college,10, Widowed, Tech-support, Unmarried, White, Female,0,0,38, United-States,no,0.14
55, Private,202435, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.41
19, Private,162954, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,no,0.02
26, Private,266505, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5013,0,38, United-States,no,0.12
41, Private,175883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.1
38, Local-gov,187046, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,no,0.09
34, Private,207685, Bachelors,13, Separated, Prof-specialty, Unmarried, Black, Female,0,0,39, United-States,no,0.42
37, Federal-gov,32950, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,no,0.24
57, Self-emp-not-inc,321456, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States,no,0.02
38, Private,33394, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, United-States,no,0.12
30, Private,94145, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States,no,0.11
44, Private,34218, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,no,0.49
56, Private,182142, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.14
35, Private,176837, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,no,0.18
35, Self-emp-inc,126738, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States,no,0.31
60, Private,169408, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,yes,0.78
24, Private,254351, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,no,0.11
22, Private,113464, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Dominican-Republic,no,0.09
37, Private,339772, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,no,0.27
47, Private,162187, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,no,0.34
29, Private,67306, HS-grad,9, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,no,0.06
46, Private,142490, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,no,0.44
27, Private,430710, HS-grad,9, Separated, Sales, Own-child, White, Male,0,0,40, United-States,no,0.1
60, Federal-gov,38749, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,60, Philippines,yes,0.78
31, Private,158144, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.04
27, Private,315640, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, China,no,0.33
58, Private,111385, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.1
38, Private,366618, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.26
42, Private,111589, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,yes,0.54
66, Private,123484, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.09
28, Private,303601, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.29
35, Private,173586, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,no,0.09
32, Private,180871, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.1
29, Private,351902, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,34, United-States,no,0.09
25, Self-emp-not-inc,114483, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States,no,0.03
29, Private,94880, Some-college,10, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, Mexico,no,0.22
42, Private,47012, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,yes,0.56
24, Private,356861, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,no,0.19
51, Self-emp-not-inc,174102, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States,no,0.02
62, Private,170969, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,no,0.3
56, Private,97541, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States,no,0.21
36, Private,131192, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.2
36, Self-emp-not-inc,193026, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,no,0.07
65, Self-emp-not-inc,72776, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,2964,0,40, United-States,no,0.01
32, Private,154785, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, China,no,0.05
22, Private,99199, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States,no,0.06
33, Federal-gov,344073, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,1408,50, United-States,no,0.15
30, Private,315640, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Iran,no,0.32
68, Self-emp-not-inc,119056, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States,no,0.04
25, Private,140669, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,no,0.19
45, Private,155478, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,no,0.2
33, Private,427812, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico,no,0.21
32, Private,221680, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,no,0.35
46, Private,151325, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.19
34, Private,349148, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.43
34, Private,341954, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,yes,0.55
20, Private,109667, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States,no,0.09
24, Private,275244, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,35, United-States,no,0.27
45, State-gov,156065, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.12
19, Private,260265, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States,no,0.05
33, Private,173730, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.24
38, Self-emp-inc,184456, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Italy,no,0.12
46, Private,49570, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.1
30, Private,323069, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,no,0.07
28, Private,145284, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,no,0.06
25, Private,189334, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,no,0.15
21, Private,194096, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.09
27, Private,303601, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,no,0.23
56, Private,170066, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.09
48, Local-gov,27802, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,0,1876,50, United-States,no,0.33
56, Self-emp-inc,83922, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,no,0.31
53, Private,186224, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States,no,0.37
20, Private,356347, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,no,0.18
38, Private,332154, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States,yes,0.6
51, Private,144284, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,no,0.2
32, Private,111520, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,34, United-States,no,0.11
38, Federal-gov,103323, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States,no,0.18
18, Private,220754, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States,no,0.14
17, Private,30829, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States,no,0.11
77, Self-emp-not-inc,34761, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,no,0.06
57, Federal-gov,239486, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,45, United-States,no,0.46
25, Private,138111, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,2174,0,40, United-States,no,0.15
36, Private,69251, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,40, Philippines,no,0.12
52, Private,312446, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.24
19, Private,38925, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,no,0.12
36, Private,218729, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,30, United-States,no,0.11
45, Private,347025, 7th-8th,4, Widowed, Other-service, Unmarried, White, Female,0,0,21, United-States,no,0.21
53, Private,227475, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,no,0.41
29, Private,283227, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,no,0.26
46, Self-emp-not-inc,102869, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.06
52, Private,94448, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.33
44, Private,104719, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,no,0.24
22, Private,228516, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,no,0.07
30, Self-emp-not-inc,189759, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,no,0.03
29, Private,264166, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Mexico,no,0.12
41, Private,271282, 11th,7, Divorced, Protective-serv, Not-in-family, White, Female,0,0,20, United-States,no,0.24
32, State-gov,33945, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,no,0.15
18, Private,106943, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,no,0.12
22, Private,157332, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,no,0.0
21, Private,164177, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.03
19, Private,58471, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States,no,0.02
35, Private,122493, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.29
46, State-gov,54260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States,no,0.09
46, Local-gov,126524, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States,no,0.24
41, Local-gov,249039, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,no,0.07
56, Private,229116, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States,no,0.25
34, Private,71865, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Portugal,no,0.22
40, Private,115516, Masters,14, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, China,no,0.49
36, Private,115803, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.08
45, Private,175600, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,yes,0.58
42, Private,230355, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba,no,0.17
24, Self-emp-not-inc,166371, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,no,0.0
41, Private,206619, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,no,0.24
19, Private,120003, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,no,0.07
